28.6	153.9	9.5	5.72E+02	1.55E+01	5.40E+02	4.95E+03
28.7	152.1	9.4	5.75E+02	1.55E+01	5.43E+02	4.99E+03
28.8	150.4	9.3	5.79E+02	1.56E+01	5.47E+02	5.02E+03
28.9	148.6	9.2	5.83E+02	1.57E+01	5.50E+02	5.05E+03
29	146.9	9.0	5.86E+02	1.58E+01	5.54E+02	5.08E+03
29.1	145.2	8.9	5.90E+02	1.59E+01	5.57E+02	5.11E+03
29.2	143.5	8.7	5.93E+02	1.60E+01	5.60E+02	5.14E+03
29.3	141.8	8.6	5.97E+02	1.61E+01	5.64E+02	5.17E+03
29.4	140.2	8.5	6.00E+02	1.62E+01	5.67E+02	5.20E+03
29.5	138.5	8.4	6.04E+02	1.63E+01	5.70E+02	5.23E+03
29.6	136.9	8.3	6.07E+02	1.64E+01	5.73E+02	5.26E+03
29.7	135.3	8.3	6.10E+02	1.65E+01	5.76E+02	5.29E+03
29.8	133.8	8.2	6.14E+02	1.66E+01	5.79E+02	5.32E+03
29.9	132.2	8.1	6.17E+02	1.67E+01	5.83E+02	5.35E+03
30	130.7	7.9	6.20E+02	1.68E+01	5.86E+02	5.37E+03
30.1	129.1	7.8	6.23E+02	1.68E+01	5.89E+02	5.40E+03
30.2	127.7	7.7	6.26E+02	1.69E+01	5.92E+02	5.43E+03
30.3	126.2	7.6	6.30E+02	1.70E+01	5.95E+02	5.46E+03
30.4	124.7	7.5	6.33E+02	1.71E+01	5.98E+02	5.48E+03
30.5	123.3	7.4	6.36E+02	1.72E+01	6.01E+02	5.51E+03
30.6	121.9	7.3	6.39E+02	1.73E+01	6.03E+02	5.54E+03
30.7	120.5	7.3	6.42E+02	1.74E+01	6.06E+02	5.56E+03
30.8	119.1	7.2	6.45E+02	1.74E+01	6.09E+02	5.59E+03
30.9	117.7	7.1	6.48E+02	1.75E+01	6.12E+02	5.62E+03
31  	116.4	7.0	6.51E+02	1.76E+01	6.15E+02	5.64E+03
31.1	115.0	6.9	6.54E+02	1.77E+01	6.18E+02	5.67E+03
31.2	113.7	6.8	6.57E+02	1.78E+01	6.20E+02	5.69E+03
31.3	112.4	6.8	6.60E+02	1.78E+01	6.23E+02	5.72E+03
31.4	111.1	6.7	6.63E+02	1.79E+01	6.26E+02	5.74E+03
31.5	109.9	6.6	6.66E+02	1.80E+01	6.29E+02	5.77E+03
31.6	108.6	6.5	6.68E+02	1.81E+01	6.31E+02	5.79E+03
31.7	107.4	6.5	6.71E+02	1.81E+01	6.34E+02	5.82E+03
31.8	106.2	6.4	6.74E+02	1.82E+01	6.36E+02	5.84E+03
31.9	105.0	6.3	6.77E+02	1.83E+01	6.39E+02	5.86E+03
32  	103.8	6.3	6.79E+02	1.84E+01	6.42E+02	5.89E+03
32.1	102.6	6.2	6.82E+02	1.84E+01	6.44E+02	5.91E+03
32.2	101.5	6.1	6.85E+02	1.85E+01	6.47E+02	5.93E+03
32.3	100.3	6.0	6.87E+02	1.86E+01	6.49E+02	5.96E+03
32.4	99.2	6.0	6.90E+02	1.86E+01	6.52E+02	5.98E+03
32.5	98.1	5.9	6.93E+02	1.87E+01	6.54E+02	6.00E+03
32.6	97.0	5.8	6.95E+02	1.88E+01	6.57E+02	6.02E+03
32.7	96.0	5.8	6.98E+02	1.89E+01	6.59E+02	6.05E+03
32.8	94.9	5.7	7.00E+02	1.89E+01	6.61E+02	6.07E+03
32.9	93.9	5.7	7.03E+02	1.90E+01	6.64E+02	6.09E+03
33  	92.8	5.6	7.05E+02	1.91E+01	6.66E+02	6.11E+03
33.1	91.8	5.5	7.08E+02	1.91E+01	6.69E+02	6.13E+03
33.2	90.8	5.5	7.10E+02	1.92E+01	6.71E+02	6.16E+03
33.3	89.8	5.4	7.13E+02	1.93E+01	6.73E+02	6.18E+03
33.4	88.8	5.4	7.15E+02	1.93E+01	6.76E+02	6.20E+03
33.5	87.9	5.3	7.18E+02	1.94E+01	6.78E+02	6.22E+03
33.6	86.9	5.2	7.20E+02	1.95E+01	6.80E+02	6.24E+03
33.7	86.0	5.2	7.22E+02	1.95E+01	6.82E+02	6.26E+03
33.8	85.1	5.1	7.25E+02	1.96E+01	6.84E+02	6.28E+03
33.9	84.1	5.1	7.27E+02	1.96E+01	6.87E+02	6.30E+03
34      83.2	5.0	7.29E+02	1.97E+01	6.89E+02	6.32E+03
34.1	82.4	5.0	7.32E+02	1.98E+01	6.91E+02	6.34E+03
34.2	81.5	4.9	7.34E+02	1.98E+01	6.93E+02	6.36E+03
34.3	80.6	4.9	7.36E+02	1.99E+01	6.95E+02	6.38E+03
34.4	79.8	4.8	7.38E+02	2.00E+01	6.97E+02	6.40E+03
34.5	78.9	4.8	7.40E+02	2.00E+01	6.99E+02	6.42E+03
34.6	78.1	4.7	7.43E+02	2.01E+01	7.01E+02	6.44E+03
34.7	77.3	4.7	7.45E+02	2.01E+01	7.03E+02	6.45E+03
34.8	76.5	4.6	7.47E+02	2.02E+01	7.05E+02	6.47E+03
34.9	75.7	4.6	7.49E+02	2.02E+01	7.07E+02	6.49E+03
35      74.9	4.6	7.51E+02	2.03E+01	7.09E+02	6.51E+03
35.1	74.1	4.5	7.53E+02	2.04E+01	7.11E+02	6.53E+03
35.2	73.3	4.5	7.55E+02	2.04E+01	7.13E+02	6.54E+03
35.3	72.6	4.4	7.57E+02	2.05E+01	7.15E+02	6.56E+03
35.4	71.8	4.4	7.59E+02	2.05E+01	7.17E+02	6.58E+03
35.5	71.1	4.4	7.61E+02	2.06E+01	7.19E+02	6.60E+03
35.6	70.4	4.3	7.63E+02	2.06E+01	7.21E+02	6.61E+03
35.7	69.6	4.3	7.65E+02	2.07E+01	7.22E+02	6.63E+03
35.8	68.9	4.2	7.67E+02	2.07E+01	7.24E+02	6.65E+03
35.9	68.2	4.2	7.69E+02	2.08E+01	7.26E+02	6.66E+03
36      67.5	4.1	7.71E+02	2.08E+01	7.28E+02	6.68E+03
36.1	66.9	4.1	7.73E+02	2.09E+01	7.30E+02	6.70E+03
36.2	66.2	4.1	7.74E+02	2.09E+01	7.31E+02	6.71E+03
36.3	65.5	4.0	7.76E+02	2.10E+01	7.33E+02	6.73E+03
36.4	64.9	4.0	7.78E+02	2.10E+01	7.35E+02	6.74E+03
36.5	64.2	3.9	7.80E+02	2.11E+01	7.37E+02	6.76E+03
36.6	63.6	3.9	7.82E+02	2.11E+01	7.38E+02	6.77E+03
36.7	62.9	3.9	7.84E+02	2.12E+01	7.40E+02	6.79E+03
36.8	62.3	3.8	7.85E+02	2.12E+01	7.42E+02	6.81E+03
36.9	61.7	3.8	7.87E+02	2.13E+01	7.43E+02	6.82E+03
37      61.1	3.7	7.89E+02	2.13E+01	7.45E+02	6.84E+03
37.1	60.5	3.7	7.91E+02	2.14E+01	7.47E+02	6.85E+03
37.2	59.9	3.7	7.92E+02	2.14E+01	7.48E+02	6.87E+03
37.3	59.3	3.6	7.94E+02	2.15E+01	7.50E+02	6.88E+03
